episode,score,type,average,average100
163,3.0,test,0.8170731707317073,1.3434343434343434
164,2.0,test,0.8242424242424242,1.3636363636363635
165,2.0,test,0.8313253012048193,1.3838383838383839
166,3.0,test,0.844311377245509,1.4141414141414141
167,4.0,test,0.8630952380952381,1.4545454545454546
168,6.0,test,0.893491124260355,1.5151515151515151
169,2.0,test,0.9,1.5353535353535352
170,4.0,test,0.9181286549707602,1.5757575757575757
171,1.0,test,0.9186046511627907,1.5757575757575757
172,1.0,test,0.9190751445086706,1.5858585858585859
173,1.0,test,0.9195402298850575,1.5858585858585859
174,3.0,test,0.9314285714285714,1.6161616161616161
175,0,test,0.9261363636363636,1.606060606060606
176,5.0,test,0.9491525423728814,1.6464646464646464
177,2.0,test,0.9550561797752809,1.6666666666666667
178,2.0,test,0.9608938547486033,1.6868686868686869
179,2.0,test,0.9666666666666667,1.707070707070707
180,4.0,test,0.9834254143646409,1.7474747474747474
181,1.0,test,0.9835164835164835,1.7575757575757576
182,3.0,test,0.994535519125683,1.7878787878787878
183,2.0,test,1.0,1.8080808080808082
184,4.0,test,1.0162162162162163,1.8484848484848484
185,4.0,test,1.032258064516129,1.878787878787879
186,5.0,test,1.053475935828877,1.9292929292929293
187,1.0,test,1.053191489361702,1.9393939393939394
188,3.0,test,1.0634920634920635,1.9696969696969697
189,1.0,test,1.063157894736842,1.9595959595959596
190,3.0,test,1.0732984293193717,1.97979797979798
191,2.0,test,1.078125,1.9898989898989898
192,1.0,test,1.077720207253886,1.97979797979798
193,2.0,test,1.0824742268041236,2.0
194,6.0,test,1.1076923076923078,2.0606060606060606
195,1.0,test,1.1071428571428572,2.0707070707070705
196,2.0,test,1.1116751269035532,2.0707070707070705
197,7.0,test,1.1414141414141414,2.121212121212121
198,6.0,test,1.1658291457286432,2.1818181818181817
199,2.0,train,1.17,2.202020202020202
200,2.0,train,1.1741293532338308,2.2222222222222223
201,1.0,train,1.1732673267326732,2.191919191919192
202,1.0,train,1.1724137931034482,2.1717171717171717
203,1.0,train,1.1715686274509804,2.1717171717171717
204,2.0,train,1.175609756097561,2.1818181818181817
205,1.0,train,1.174757281553398,2.1717171717171717
206,1.0,train,1.173913043478261,2.1616161616161618
207,1.0,train,1.1730769230769231,2.1616161616161618
208,1.0,train,1.1722488038277512,2.1414141414141414
209,1.0,train,1.1714285714285715,2.121212121212121
210,1.0,train,1.1706161137440758,2.1313131313131315
211,1.0,train,1.169811320754717,2.121212121212121
212,1.0,train,1.1690140845070423,2.101010101010101
213,1.0,train,1.1682242990654206,2.0606060606060606
214,1.0,train,1.1674418604651162,2.0606060606060606
215,2.0,train,1.1712962962962963,2.080808080808081
216,0,train,1.1658986175115207,2.080808080808081
217,1.0,train,1.165137614678899,2.090909090909091
218,2.0,train,1.1689497716894977,2.101010101010101
219,0,train,1.1636363636363636,2.101010101010101
220,2.0,train,1.167420814479638,2.111111111111111
221,0,train,1.162162162162162,2.111111111111111
222,1.0,train,1.1614349775784754,2.101010101010101
223,1.0,train,1.1607142857142858,2.101010101010101
224,1.0,train,1.16,2.101010101010101
225,1.0,train,1.1592920353982301,2.111111111111111
226,1.0,train,1.158590308370044,2.121212121212121
227,2.0,train,1.162280701754386,2.121212121212121
228,1.0,train,1.1615720524017468,2.121212121212121
229,0,train,1.1565217391304348,2.111111111111111
230,2.0,train,1.1601731601731602,2.121212121212121
231,0,train,1.1551724137931034,2.080808080808081
232,4.0,train,1.167381974248927,2.090909090909091
233,3.0,train,1.1752136752136753,2.0707070707070705
234,0,train,1.1702127659574468,2.0606060606060606
235,1.0,train,1.1694915254237288,2.0505050505050506
236,2.0,train,1.1729957805907174,2.0505050505050506
237,1.0,train,1.1722689075630253,2.0505050505050506
238,2.0,train,1.1757322175732217,2.0505050505050506
239,3.0,train,1.1833333333333333,2.0202020202020203
240,2.0,train,1.1867219917012448,2.01010101010101
241,2.0,train,1.1900826446280992,2.0202020202020203
242,1.0,train,1.1893004115226338,2.0202020202020203
243,3.0,train,1.1967213114754098,2.04040404040404
244,1.0,train,1.1959183673469387,2.0303030303030303
245,3.0,train,1.2032520325203253,2.0505050505050506
246,1.0,train,1.2024291497975708,2.04040404040404
247,0,train,1.1975806451612903,2.0
248,1.0,train,1.1967871485943775,2.0
249,3.0,train,1.204,2.0
250,1.0,train,1.203187250996016,2.0
251,0,train,1.1984126984126984,1.9595959595959596
252,3.0,train,1.2055335968379446,1.9595959595959596
253,1.0,train,1.204724409448819,1.9595959595959596
254,2.0,train,1.2078431372549019,1.9494949494949494
255,1.0,train,1.20703125,1.9292929292929293
256,1.0,train,1.206225680933852,1.9191919191919191
257,0,train,1.2015503875968991,1.878787878787879
258,1.0,train,1.2007722007722008,1.8686868686868687
259,1.0,train,1.2,1.8686868686868687
260,5.0,train,1.21455938697318,1.898989898989899
261,1.0,train,1.213740458015267,1.8888888888888888
262,1.0,train,1.2129277566539924,1.8686868686868687
263,1.0,train,1.2121212121212122,1.8585858585858586
264,1.0,train,1.211320754716981,1.8484848484848484
265,1.0,train,1.2105263157894737,1.8282828282828283
266,1.0,train,1.2097378277153559,1.797979797979798
267,2.0,train,1.212686567164179,1.7575757575757576
268,0,train,1.20817843866171,1.7373737373737375
269,4.0,train,1.2185185185185186,1.7373737373737375
270,2.0,train,1.2214022140221403,1.7474747474747474
271,0,train,1.2169117647058822,1.7373737373737375
272,2.0,train,1.2197802197802199,1.7474747474747474
273,0,train,1.2153284671532847,1.7171717171717171
274,2.0,train,1.2181818181818183,1.7373737373737375
275,0,train,1.213768115942029,1.6868686868686869
276,1.0,train,1.2129963898916967,1.6767676767676767
277,1.0,train,1.2122302158273381,1.6666666666666667
278,1.0,train,1.2114695340501793,1.6565656565656566
279,2.0,train,1.2142857142857142,1.6363636363636365
280,0,train,1.209964412811388,1.6262626262626263
281,3.0,train,1.2163120567375887,1.6262626262626263
282,1.0,train,1.215547703180212,1.6161616161616161
283,0,train,1.2112676056338028,1.5757575757575757
284,0,train,1.207017543859649,1.5353535353535352
285,2.0,train,1.2097902097902098,1.505050505050505
286,1.0,train,1.2090592334494774,1.505050505050505
287,0,train,1.2048611111111112,1.4747474747474747
288,1.0,train,1.2041522491349481,1.4747474747474747
289,3.0,train,1.210344827586207,1.4747474747474747
290,6.0,train,1.2268041237113403,1.5151515151515151
291,3.0,train,1.2328767123287672,1.5353535353535352
292,4.0,train,1.242320819112628,1.5555555555555556
293,1.0,train,1.2414965986394557,1.505050505050505
294,1.0,train,1.240677966101695,1.505050505050505
295,3.0,train,1.2466216216216217,1.5151515151515151
296,2.0,train,1.2491582491582491,1.4646464646464648
297,2.0,train,1.2516778523489933,1.4242424242424243
298,4.0,train,1.2608695652173914,1.4444444444444444
299,4.0,test,1.27,1.4646464646464648
300,1.0,test,1.2691029900332227,1.4646464646464648
301,3.0,test,1.2748344370860927,1.4848484848484849
302,1.0,test,1.273927392739274,1.4848484848484849
303,5.0,test,1.2861842105263157,1.5151515151515151
304,1.0,test,1.2852459016393443,1.5151515151515151
305,1.0,test,1.2843137254901962,1.5151515151515151
306,2.0,test,1.286644951140065,1.5252525252525253
307,2.0,test,1.2889610389610389,1.5353535353535352
308,5.0,test,1.3009708737864079,1.5757575757575757
309,1.0,test,1.3,1.5757575757575757
310,2.0,test,1.302250803858521,1.5858585858585859
311,1.0,test,1.3012820512820513,1.5858585858585859
312,1.0,test,1.3003194888178913,1.5858585858585859
313,1.0,test,1.2993630573248407,1.5858585858585859
314,1.0,test,1.2984126984126985,1.5757575757575757
315,1.0,test,1.2974683544303798,1.5858585858585859
316,2.0,test,1.2996845425867507,1.595959595959596
317,3.0,test,1.3050314465408805,1.606060606060606
318,6.0,test,1.3197492163009403,1.6666666666666667
319,2.0,test,1.321875,1.6666666666666667
320,2.0,test,1.32398753894081,1.6868686868686869
321,3.0,test,1.329192546583851,1.707070707070707
322,1.0,test,1.328173374613003,1.707070707070707
323,3.0,test,1.3333333333333333,1.7272727272727273
324,2.0,test,1.3353846153846154,1.7373737373737375
325,1.0,test,1.334355828220859,1.7373737373737375
326,1.0,test,1.3333333333333333,1.7272727272727273
327,4.0,test,1.3414634146341464,1.7575757575757576
328,2.0,test,1.343465045592705,1.7777777777777777
329,2.0,test,1.3454545454545455,1.7777777777777777
330,1.0,test,1.3444108761329305,1.7878787878787878
331,1.0,test,1.3433734939759037,1.7575757575757576
332,1.0,test,1.3423423423423424,1.7373737373737375
333,1.0,test,1.341317365269461,1.7474747474747474
334,1.0,test,1.3402985074626865,1.7474747474747474
335,3.0,test,1.3452380952380953,1.7575757575757576
336,2.0,test,1.3471810089020773,1.7676767676767677
337,3.0,test,1.3520710059171597,1.7777777777777777
338,2.0,test,1.3539823008849559,1.7676767676767677
339,4.0,test,1.361764705882353,1.7878787878787878
340,2.0,test,1.3636363636363635,1.7878787878787878
341,5.0,test,1.3742690058479532,1.8282828282828283
342,2.0,test,1.3760932944606414,1.8181818181818181
343,3.0,test,1.380813953488372,1.8383838383838385
344,1.0,test,1.3797101449275362,1.8181818181818181
345,1.0,test,1.3786127167630058,1.8181818181818181
346,1.0,test,1.377521613832853,1.8282828282828283
347,2.0,test,1.3793103448275863,1.8383838383838385
348,4.0,test,1.3868194842406876,1.8484848484848484
349,2.0,test,1.3885714285714286,1.8585858585858586
350,1.0,test,1.3874643874643875,1.8686868686868687
351,2.0,test,1.3892045454545454,1.8585858585858586
352,1.0,test,1.388101983002833,1.8585858585858586
353,3.0,test,1.3926553672316384,1.8686868686868687
354,2.0,test,1.3943661971830985,1.878787878787879
355,1.0,test,1.3932584269662922,1.878787878787879
356,2.0,test,1.3949579831932772,1.898989898989899
357,5.0,test,1.405027932960894,1.9393939393939394
358,1.0,test,1.4038997214484679,1.9393939393939394
359,2.0,test,1.4055555555555554,1.9090909090909092
360,1.0,test,1.4044321329639888,1.9090909090909092
361,1.0,test,1.4033149171270718,1.9090909090909092
362,1.0,test,1.4022038567493114,1.9090909090909092
363,5.0,test,1.4120879120879122,1.9494949494949494
364,2.0,test,1.4136986301369863,1.9595959595959596
365,9.0,test,1.4344262295081966,2.04040404040404
366,2.0,test,1.435967302452316,2.04040404040404
367,3.0,test,1.440217391304348,2.0707070707070705
368,1.0,test,1.4390243902439024,2.04040404040404
369,2.0,test,1.4405405405405405,2.04040404040404
370,5.0,test,1.4501347708894878,2.090909090909091
371,1.0,test,1.4489247311827957,2.080808080808081
372,2.0,test,1.450402144772118,2.101010101010101
373,2.0,test,1.4518716577540107,2.101010101010101
374,1.0,test,1.4506666666666668,2.111111111111111
375,2.0,test,1.452127659574468,2.121212121212121
376,1.0,test,1.4509283819628647,2.121212121212121
377,2.0,test,1.4523809523809523,2.1313131313131315
378,4.0,test,1.4591029023746702,2.1515151515151514
379,1.0,test,1.4578947368421054,2.1616161616161618
380,4.0,test,1.4645669291338583,2.1717171717171717
381,1.0,test,1.463350785340314,2.1717171717171717
382,2.0,test,1.4647519582245432,2.191919191919192
383,3.0,test,1.46875,2.2222222222222223
384,2.0,test,1.4701298701298702,2.2222222222222223
385,2.0,test,1.471502590673575,2.2323232323232323
386,7.0,test,1.4857881136950903,2.303030303030303
387,2.0,test,1.4871134020618557,2.313131313131313
388,1.0,test,1.4858611825192802,2.292929292929293
389,2.0,test,1.4871794871794872,2.2525252525252526
390,3.0,test,1.4910485933503836,2.2525252525252526
391,6.0,test,1.5025510204081634,2.272727272727273
392,2.0,test,1.5038167938931297,2.282828282828283
393,1.0,test,1.50253807106599,2.282828282828283
394,1.0,test,1.5012658227848101,2.2626262626262625
395,2.0,test,1.5025252525252526,2.2626262626262625
396,2.0,test,1.5037783375314862,2.2626262626262625
397,6.0,test,1.515075376884422,2.282828282828283
398,2.0,test,1.5162907268170427,2.2626262626262625
399,1.0,train,1.515,2.2626262626262625
400,0,train,1.5112219451371571,2.2323232323232323
401,2.0,train,1.5124378109452736,2.242424242424242
402,2.0,train,1.5136476426799008,2.212121212121212
403,4.0,train,1.5198019801980198,2.242424242424242
404,1.0,train,1.5185185185185186,2.242424242424242
405,0,train,1.5147783251231528,2.2222222222222223
406,3.0,train,1.5184275184275184,2.2323232323232323
407,5.0,train,1.5269607843137254,2.2323232323232323
408,2.0,train,1.528117359413203,2.242424242424242
409,1.0,train,1.526829268292683,2.2323232323232323
410,3.0,train,1.5304136253041363,2.2525252525252526
411,4.0,train,1.5364077669902914,2.282828282828283
412,0,train,1.5326876513317191,2.272727272727273
413,1.0,train,1.5314009661835748,2.272727272727273
414,2.0,train,1.5325301204819277,2.282828282828283
415,7.0,train,1.5456730769230769,2.3333333333333335
416,0,train,1.5419664268585132,2.303030303030303
417,0,train,1.5382775119617225,2.242424242424242
418,1.0,train,1.5369928400954653,2.2323232323232323
419,2.0,train,1.5380952380952382,2.2323232323232323
420,1.0,train,1.5368171021377672,2.212121212121212
421,0,train,1.533175355450237,2.202020202020202
422,1.0,train,1.5319148936170213,2.1818181818181817
423,2.0,train,1.5330188679245282,2.1818181818181817
424,0,train,1.5294117647058822,2.1717171717171717
425,1.0,train,1.528169014084507,2.1717171717171717
426,1.0,train,1.5269320843091334,2.1414141414141414
427,1.0,train,1.5257009345794392,2.1313131313131315
428,1.0,train,1.5244755244755244,2.121212121212121
429,2.0,train,1.5255813953488373,2.1313131313131315
430,4.0,train,1.531322505800464,2.1616161616161618
431,0,train,1.5277777777777777,2.1515151515151514
432,0,train,1.5242494226327945,2.1414141414141414
433,1.0,train,1.523041474654378,2.1414141414141414
434,2.0,train,1.5241379310344827,2.1313131313131315
435,3.0,train,1.5275229357798166,2.1414141414141414
436,3.0,train,1.5308924485125859,2.1414141414141414
437,1.0,train,1.5296803652968036,2.1313131313131315
438,2.0,train,1.530751708428246,2.111111111111111
439,1.0,train,1.5295454545454545,2.101010101010101
440,2.0,train,1.530612244897959,2.0707070707070705
441,2.0,train,1.5316742081447965,2.0707070707070705
442,5.0,train,1.5395033860045146,2.090909090909091
443,0,train,1.5360360360360361,2.080808080808081
444,1.0,train,1.5348314606741573,2.080808080808081
445,0,train,1.531390134529148,2.0707070707070705
446,1.0,train,1.5302013422818792,2.0606060606060606
447,5.0,train,1.5379464285714286,2.0707070707070705
448,4.0,train,1.5434298440979954,2.090909090909091
449,1.0,train,1.5422222222222222,2.090909090909091
450,3.0,train,1.5454545454545454,2.101010101010101
451,2.0,train,1.5464601769911503,2.111111111111111
452,3.0,train,1.5496688741721854,2.111111111111111
453,5.0,train,1.5572687224669604,2.1414141414141414
454,2.0,train,1.5582417582417583,2.1515151515151514
455,0,train,1.5548245614035088,2.1313131313131315
456,1.0,train,1.5536105032822758,2.090909090909091
457,0,train,1.5502183406113537,2.080808080808081
458,1.0,train,1.5490196078431373,2.0707070707070705
459,0,train,1.5456521739130435,2.0606060606060606
460,3.0,train,1.5488069414316703,2.080808080808081
461,0,train,1.5454545454545454,2.0707070707070705
462,1.0,train,1.5442764578833694,2.0303030303030303
463,2.0,train,1.5452586206896552,2.0303030303030303
464,5.0,train,1.5526881720430108,1.9898989898989898
465,1.0,train,1.5515021459227467,1.97979797979798
466,1.0,train,1.5503211991434689,1.9595959595959596
467,1.0,train,1.5491452991452992,1.9595959595959596
468,3.0,train,1.5522388059701493,1.9696969696969697
469,0,train,1.548936170212766,1.9191919191919191
470,0,train,1.545647558386412,1.9090909090909092
471,2.0,train,1.5466101694915255,1.9090909090909092
472,1.0,train,1.5454545454545454,1.898989898989899
473,1.0,train,1.5443037974683544,1.898989898989899
474,0,train,1.5410526315789475,1.878787878787879
475,1.0,train,1.5399159663865547,1.878787878787879
476,1.0,train,1.5387840670859538,1.8686868686868687
477,0,train,1.5355648535564854,1.8282828282828283
478,3.0,train,1.5386221294363256,1.8484848484848484
479,1.0,train,1.5375,1.8181818181818181
480,2.0,train,1.5384615384615385,1.8282828282828283
481,1.0,train,1.537344398340249,1.8181818181818181
482,2.0,train,1.5383022774327122,1.8080808080808082
483,4.0,train,1.5433884297520661,1.8282828282828283
484,2.0,train,1.5443298969072166,1.8282828282828283
485,1.0,train,1.5432098765432098,1.7676767676767677
486,1.0,train,1.542094455852156,1.7575757575757576
487,0,train,1.5389344262295082,1.7474747474747474
488,1.0,train,1.5378323108384457,1.7373737373737375
489,2.0,train,1.5387755102040817,1.7272727272727273
490,0,train,1.535641547861507,1.6666666666666667
491,1.0,train,1.5345528455284554,1.6565656565656566
492,1.0,train,1.5334685598377282,1.6565656565656566
493,3.0,train,1.5364372469635628,1.6767676767676767
494,1.0,train,1.5353535353535352,1.6666666666666667
495,4.0,train,1.5403225806451613,1.6868686868686869
496,1.0,train,1.539235412474849,1.6363636363636365
497,1.0,train,1.538152610441767,1.6262626262626263
498,0,train,1.535070140280561,1.6161616161616161
499,1.0,test,1.534,1.6262626262626263
500,4.0,test,1.5389221556886228,1.6464646464646464
501,5.0,test,1.545816733067729,1.6767676767676767
502,3.0,test,1.5487077534791251,1.6666666666666667
503,2.0,test,1.5496031746031746,1.6767676767676767
504,4.0,test,1.5544554455445545,1.7171717171717171
505,3.0,test,1.5573122529644268,1.7171717171717171
506,1.0,test,1.5562130177514792,1.6767676767676767
507,3.0,test,1.5590551181102361,1.6868686868686869
508,4.0,test,1.5638506876227898,1.7171717171717171
509,1.0,test,1.5627450980392157,1.696969696969697
510,4.0,test,1.5675146771037183,1.696969696969697
511,2.0,test,1.568359375,1.7171717171717171
512,2.0,test,1.5692007797270955,1.7272727272727273
513,3.0,test,1.5719844357976653,1.7373737373737375
514,4.0,test,1.5766990291262135,1.707070707070707
515,2.0,test,1.5775193798449612,1.7272727272727273
516,4.0,test,1.5822050290135397,1.7676767676767677
517,5.0,test,1.5888030888030888,1.8080808080808082
518,3.0,test,1.5915221579961465,1.8181818181818181
519,1.0,test,1.5903846153846153,1.8181818181818181
520,4.0,test,1.5950095969289828,1.8585858585858586
521,2.0,test,1.5957854406130267,1.8686868686868687
522,1.0,test,1.5946462715105163,1.8585858585858586
523,2.0,test,1.5954198473282444,1.878787878787879
524,3.0,test,1.598095238095238,1.898989898989899
525,1.0,test,1.596958174904943,1.898989898989899
526,1.0,test,1.5958254269449716,1.898989898989899
527,3.0,test,1.5984848484848484,1.9191919191919191
528,4.0,test,1.6030245746691871,1.9393939393939394
529,3.0,test,1.6056603773584905,1.9292929292929293
530,3.0,test,1.6082862523540489,1.9595959595959596
531,2.0,test,1.6090225563909775,1.97979797979798
532,1.0,test,1.6078799249530957,1.97979797979798
533,6.0,test,1.6161048689138577,2.0202020202020203
534,1.0,test,1.6149532710280374,2.0
535,1.0,test,1.6138059701492538,1.97979797979798
536,5.0,test,1.6201117318435754,2.0202020202020203
537,1.0,test,1.6189591078066914,2.01010101010101
538,3.0,test,1.6215213358070502,2.0303030303030303
539,3.0,test,1.624074074074074,2.04040404040404
540,1.0,test,1.6229205175600738,2.0303030303030303
541,3.0,test,1.6254612546125462,2.01010101010101
542,2.0,test,1.6261510128913443,2.0303030303030303
543,5.0,test,1.6323529411764706,2.0707070707070705
544,1.0,test,1.6311926605504588,2.080808080808081
545,3.0,test,1.6336996336996337,2.101010101010101
546,1.0,test,1.6325411334552102,2.0606060606060606
547,2.0,test,1.6332116788321167,2.04040404040404
548,4.0,test,1.6375227686703095,2.0707070707070705
549,2.0,test,1.6381818181818182,2.0606060606060606
550,6.0,test,1.646098003629764,2.101010101010101
551,1.0,test,1.644927536231884,2.080808080808081
552,1.0,test,1.6437613019891502,2.04040404040404
553,1.0,test,1.6425992779783394,2.0303030303030303
554,6.0,test,1.6504504504504505,2.090909090909091
555,1.0,test,1.6492805755395683,2.090909090909091
556,1.0,test,1.6481149012567324,2.101010101010101
557,1.0,test,1.646953405017921,2.101010101010101
558,4.0,test,1.6511627906976745,2.1414141414141414
559,2.0,test,1.6517857142857142,2.1313131313131315
560,1.0,test,1.6506238859180036,2.1414141414141414
561,4.0,test,1.6548042704626333,2.1717171717171717
562,3.0,test,1.6571936056838366,2.1818181818181817
563,1.0,test,1.6560283687943262,2.1414141414141414
564,1.0,test,1.654867256637168,2.1414141414141414
565,1.0,test,1.6537102473498233,2.1414141414141414
566,2.0,test,1.654320987654321,2.1515151515151514
567,3.0,test,1.6566901408450705,2.1515151515151514
568,2.0,test,1.657293497363796,2.1717171717171717
569,1.0,test,1.656140350877193,2.1818181818181817
570,4.0,test,1.660245183887916,2.202020202020202
571,7.0,test,1.6695804195804196,2.2626262626262625
572,2.0,test,1.6701570680628273,2.272727272727273
573,6.0,test,1.6777003484320558,2.3333333333333335
574,1.0,test,1.6765217391304348,2.3333333333333335
575,4.0,test,1.6805555555555556,2.3636363636363638
576,1.0,test,1.6793760831889082,2.3737373737373737
577,1.0,test,1.6782006920415224,2.3535353535353534
578,2.0,test,1.6787564766839378,2.3636363636363638
579,1.0,test,1.6775862068965517,2.3535353535353534
580,2.0,test,1.6781411359724612,2.3636363636363638
581,1.0,test,1.6769759450171822,2.3535353535353534
582,3.0,test,1.679245283018868,2.3434343434343434
583,1.0,test,1.678082191780822,2.3333333333333335
584,2.0,test,1.6786324786324787,2.3434343434343434
585,1.0,test,1.6774744027303754,2.3434343434343434
586,3.0,test,1.6797274275979557,2.3737373737373737
587,4.0,test,1.683673469387755,2.404040404040404
588,1.0,test,1.6825127334465195,2.393939393939394
589,6.0,test,1.6898305084745762,2.4545454545454546
590,1.0,test,1.6886632825719121,2.4545454545454546
591,3.0,test,1.6908783783783783,2.474747474747475
592,2.0,test,1.691399662731872,2.4646464646464645
