episode,score,type
1746,0,train
1747,5.0,train
1748,1.0,train
1749,0,train
1750,2.0,train
1751,1.0,train
1752,2.0,train
1753,1.0,train
1754,2.0,train
1755,1.0,train
1756,1.0,train
1757,1.0,train
1758,1.0,train
1759,1.0,train
1760,5.0,train
1761,1.0,train
1762,2.0,train
1763,0,train
1764,4.0,train
1765,1.0,train
1766,1.0,train
1767,2.0,train
1768,1.0,train
1769,1.0,train
1770,1.0,train
1771,1.0,train
1772,2.0,train
1773,0,train
1774,2.0,train
1775,2.0,train
1776,0,train
1777,3.0,train
1778,0,train
1779,0,train
1780,2.0,train
1781,1.0,train
1782,1.0,train
1783,0,train
1784,1.0,train
1785,3.0,train
1786,2.0,train
1787,1.0,train
1788,2.0,train
1789,3.0,train
1790,1.0,train
1791,2.0,train
1792,1.0,train
1793,1.0,train
1794,3.0,train
1795,1.0,train
1796,2.0,train
1797,1.0,train
1798,1.0,train
1799,2.0,test
1800,0,test
1801,2.0,test
1802,1.0,test
1803,1.0,test
1804,1.0,test
1805,1.0,test
1806,2.0,test
1807,2.0,test
1808,2.0,test
1809,2.0,test
1810,0,test
1811,1.0,test
1812,3.0,test
1813,3.0,test
1814,0,test
1815,1.0,test
1816,1.0,test
1817,0,test
1818,1.0,test
1819,1.0,test
1820,3.0,test
1821,1.0,test
1822,1.0,test
1823,1.0,test
1824,2.0,test
1825,1.0,test
1826,4.0,test
1827,5.0,test
1828,1.0,test
1829,1.0,test
1830,3.0,test
1831,1.0,test
1832,1.0,test
1833,4.0,test
1834,3.0,test
1835,3.0,test
1836,1.0,test
1837,2.0,test
1838,2.0,test
1839,1.0,test
1840,2.0,test
1841,1.0,test
1842,1.0,test
1843,3.0,test
1844,1.0,test
1845,0,test
1846,2.0,test
1847,2.0,test
1848,2.0,test
1849,4.0,test
1850,4.0,test
1851,1.0,test
1852,3.0,test
1853,1.0,test
1854,1.0,test
1855,1.0,test
1856,0,test
1857,1.0,test
1858,2.0,test
1859,1.0,test
1860,2.0,test
1861,3.0,test
1862,1.0,test
1863,1.0,test
1864,5.0,test
1865,1.0,test
1866,2.0,test
1867,1.0,test
1868,1.0,test
1869,1.0,test
1870,2.0,test
1871,2.0,test
1872,1.0,test
1873,3.0,test
1874,2.0,test
1875,2.0,test
1876,0,test
1877,0,test
1878,2.0,test
1879,2.0,test
1880,1.0,test
1881,1.0,test
1882,3.0,test
1883,0,test
1884,2.0,test
1885,2.0,test
1886,5.0,test
1887,1.0,test
1888,2.0,test
1889,2.0,test
1890,2.0,test
1891,2.0,test
1892,0,test
1893,1.0,test
1894,0,test
1895,5.0,test
1896,1.0,test
1897,5.0,test
1898,2.0,test
1899,0,test
1900,2.0,test
1901,0,test
1902,1.0,test
1903,1.0,test
1904,1.0,test
1905,1.0,test
1906,2.0,test
1907,0,test
1908,2.0,test
1909,2.0,test
1910,0,test
1911,1.0,test
1912,2.0,test
1913,1.0,test
1914,1.0,test
1915,0,test
1916,1.0,test
1917,3.0,test
1918,2.0,test
1919,3.0,test
1920,1.0,test
1921,2.0,test
1922,1.0,test
1923,4.0,test
1924,1.0,test
1925,1.0,test
1926,2.0,test
1927,3.0,test
1928,1.0,test
1929,2.0,test
1930,0,test
1931,2.0,test
1932,1.0,test
1933,1.0,test
1934,0,test
1935,0,test
1936,2.0,test
1937,1.0,test
1938,3.0,test
1939,2.0,test
1940,2.0,test
1941,1.0,test
1942,1.0,test
1943,2.0,test
1944,0,test
1945,3.0,test
1946,1.0,test
1947,1.0,test
1948,3.0,test
1949,1.0,test
1950,4.0,test
1951,2.0,test
1952,0,test
1953,2.0,test
1954,3.0,test
1955,1.0,test
1956,3.0,test
1957,4.0,test
1958,1.0,test
1959,0,test
1960,1.0,test
1961,0,test
1962,4.0,test
1963,0,test
1964,0,test
1965,4.0,test
1966,1.0,test
1967,2.0,test
1968,1.0,test
1969,1.0,test
1970,4.0,test
1971,1.0,test
1972,1.0,test
1973,1.0,test
1974,2.0,test
1975,1.0,test
1976,1.0,test
1977,1.0,test
1978,0,test
1979,1.0,test
1980,2.0,test
1981,0,test
1982,2.0,test
1983,2.0,test
1984,2.0,test
1985,3.0,test
1986,2.0,test
1987,1.0,test
1988,2.0,test
1989,3.0,test
1990,1.0,test
1991,2.0,test
1992,2.0,test
1993,1.0,test
1994,3.0,test
1995,2.0,test
1996,2.0,test
1997,1.0,test
1998,2.0,test
1999,5.0,train
2000,1.0,train
2001,1.0,train
2002,0,train
2003,1.0,train
2004,1.0,train
2005,4.0,train
2006,2.0,train
2007,1.0,train
2008,2.0,train
2009,1.0,train
2010,3.0,train
2011,1.0,train
2012,2.0,train
2013,1.0,train
2014,2.0,train
2015,1.0,train
2016,4.0,train
2017,1.0,train
2018,1.0,train
2019,3.0,train
2020,5.0,train
2021,1.0,train
2022,0,train
2023,3.0,train
2024,2.0,train
2025,2.0,train
2026,3.0,train
2027,2.0,train
2028,2.0,train
2029,1.0,train
2030,1.0,train
2031,0,train
2032,1.0,train
2033,2.0,train
2034,5.0,train
2035,4.0,train
2036,2.0,train
2037,1.0,train
2038,1.0,train
2039,0,train
2040,0,train
2041,4.0,train
2042,1.0,train
2043,0,train
2044,3.0,train
2045,1.0,train
2046,1.0,train
2047,0,train
2048,2.0,train
2049,1.0,train
2050,2.0,train
2051,4.0,train
2052,1.0,train
2053,2.0,train
2054,0,train
2055,2.0,train
2056,2.0,train
2057,0,train
2058,1.0,train
2059,1.0,train
2060,2.0,train
2061,1.0,train
2062,1.0,train
2063,2.0,train
2064,2.0,train
2065,1.0,train
2066,1.0,train
2067,1.0,train
2068,2.0,train
2069,1.0,train
2070,4.0,train
2071,4.0,train
2072,5.0,train
2073,4.0,train
2074,1.0,train
2075,3.0,train
2076,4.0,train
2077,2.0,train
2078,2.0,train
2079,2.0,train
2080,0,train
2081,2.0,train
2082,0,train
2083,2.0,train
2084,1.0,train
2085,2.0,train
2086,1.0,train
2087,0,train
2088,3.0,train
2089,1.0,train
2090,5.0,train
2091,2.0,train
2092,1.0,train
2093,1.0,train
2094,2.0,train
2095,3.0,train
2096,1.0,train
2097,3.0,train
2098,1.0,train
2099,0,train
2100,2.0,train
2101,1.0,train
2102,2.0,train
2103,1.0,train
2104,2.0,train
2105,1.0,train
2106,4.0,train
2107,1.0,train
2108,3.0,train
2109,3.0,train
2110,1.0,train
2111,1.0,train
2112,1.0,train
2113,1.0,train
2114,2.0,train
2115,1.0,train
2116,1.0,train
2117,1.0,train
2118,2.0,train
2119,3.0,train
2120,5.0,train
2121,0,train
2122,1.0,train
2123,1.0,train
2124,0,train
2125,1.0,train
2126,2.0,train
2127,1.0,train
2128,1.0,train
2129,0,train
2130,1.0,train
2131,2.0,train
2132,1.0,train
2133,2.0,train
2134,1.0,train
2135,1.0,train
2136,3.0,train
2137,4.0,train
2138,4.0,train
2139,1.0,train
2140,1.0,train
2141,1.0,train
2142,1.0,train
2143,3.0,train
2144,2.0,train
2145,1.0,train
2146,1.0,train
2147,1.0,train
2148,0,train
2149,0,train
2150,1.0,train
2151,5.0,train
2152,1.0,train
2153,1.0,train
2154,2.0,train
2155,2.0,train
2156,1.0,train
2157,0,train
2158,1.0,train
2159,1.0,train
2160,1.0,train
2161,1.0,train
2162,3.0,train
2163,1.0,train
2164,1.0,train
2165,0,train
2166,2.0,train
2167,2.0,train
2168,0,train
2169,6.0,train
2170,1.0,train
2171,2.0,train
2172,0,train
2173,0,train
2174,1.0,train
2175,1.0,train
2176,1.0,train
2177,4.0,train
2178,1.0,train
2179,5.0,train
2180,1.0,train
2181,0,train
2182,3.0,train
2183,4.0,train
2184,2.0,train
2185,1.0,train
2186,4.0,train
2187,2.0,train
2188,0,train
2189,2.0,train
2190,0,train
2191,2.0,train
2192,3.0,train
2193,1.0,train
2194,2.0,train
2195,2.0,train
2196,2.0,train
2197,0,train
2198,1.0,train
2199,5.0,test
2200,2.0,test
2201,1.0,test
2202,2.0,test
2203,0,test
2204,2.0,test
2205,2.0,test
2206,2.0,test
2207,3.0,test
2208,1.0,test
2209,1.0,test
2210,0,test
2211,2.0,test
2212,1.0,test
2213,1.0,test
2214,2.0,test
2215,1.0,test
2216,1.0,test
2217,1.0,test
2218,2.0,test
2219,0,test
2220,2.0,test
2221,2.0,test
2222,2.0,test
2223,1.0,test
2224,5.0,test
2225,2.0,test
2226,1.0,test
2227,1.0,test
2228,0,test
2229,2.0,test
2230,1.0,test
2231,0,test
2232,3.0,test
2233,1.0,test
2234,1.0,test
2235,1.0,test
2236,3.0,test
2237,2.0,test
2238,0,test
2239,1.0,test
2240,2.0,test
2241,2.0,test
2242,0,test
2243,2.0,test
2244,3.0,test
2245,5.0,test
2246,1.0,test
2247,3.0,test
2248,2.0,test
2249,3.0,test
2250,3.0,test
2251,2.0,test
2252,2.0,test
2253,1.0,test
2254,1.0,test
2255,3.0,test
2256,2.0,test
2257,1.0,test
2258,1.0,test
2259,0,test
2260,1.0,test
2261,2.0,test
2262,1.0,test
2263,2.0,test
2264,2.0,test
2265,3.0,test
2266,1.0,test
2267,1.0,test
2268,0,test
2269,1.0,test
2270,0,test
2271,1.0,test
2272,2.0,test
2273,3.0,test
2274,1.0,test
2275,1.0,test
2276,3.0,test
2277,0,test
2278,2.0,test
2279,1.0,test
2280,2.0,test
2281,2.0,test
2282,0,test
2283,2.0,test
2284,0,test
2285,1.0,test
2286,3.0,test
2287,1.0,test
2288,0,test
2289,0,test
2290,0,test
2291,2.0,test
2292,2.0,test
2293,2.0,test
2294,4.0,test
2295,2.0,test
2296,4.0,test
2297,1.0,test
2298,1.0,test
2299,1.0,test
2300,2.0,test
2301,1.0,test
2302,1.0,test
2303,0,test
2304,1.0,test
2305,1.0,test
2306,2.0,test
2307,3.0,test
2308,3.0,test
2309,1.0,test
2310,1.0,test
2311,2.0,test
2312,1.0,test
2313,1.0,test
2314,0,test
2315,2.0,test
2316,1.0,test
2317,3.0,test
2318,1.0,test
2319,1.0,test
2320,4.0,test
2321,1.0,test
2322,3.0,test
2323,2.0,test
2324,2.0,test
2325,2.0,test
2326,1.0,test
2327,0,test
2328,1.0,test
2329,0,test
2330,2.0,test
2331,1.0,test
2332,2.0,test
2333,2.0,test
2334,1.0,test
2335,1.0,test
2336,2.0,test
2337,2.0,test
2338,1.0,test
2339,6.0,test
2340,2.0,test
2341,0,test
2342,3.0,test
2343,1.0,test
2344,1.0,test
2345,2.0,test
2346,1.0,test
2347,1.0,test
2348,0,test
2349,1.0,test
2350,3.0,test
2351,1.0,test
2352,1.0,test
2353,2.0,test
2354,1.0,test
2355,1.0,test
2356,1.0,test
2357,1.0,test
2358,2.0,test
2359,1.0,test
2360,2.0,test
2361,1.0,test
2362,3.0,test
2363,0,test
2364,8.0,test
2365,3.0,test
2366,2.0,test
2367,5.0,test
2368,1.0,test
2369,1.0,test
2370,2.0,test
2371,1.0,test
2372,1.0,test
2373,1.0,test
2374,2.0,test
2375,2.0,test
2376,0,test
2377,3.0,test
2378,1.0,test
2379,1.0,test
2380,2.0,test
2381,1.0,test
2382,0,test
2383,3.0,test
2384,1.0,test
2385,1.0,test
2386,0,test
2387,2.0,test
2388,4.0,test
2389,2.0,test
2390,1.0,test
2391,1.0,test
2392,3.0,test
2393,3.0,test
2394,2.0,test
2395,1.0,test
2396,0,test
2397,1.0,test
2398,3.0,test
2399,1.0,train
2400,1.0,train
2401,2.0,train
2402,3.0,train
2403,5.0,train
2404,2.0,train
2405,1.0,train
2406,1.0,train
2407,2.0,train
2408,2.0,train
2409,2.0,train
2410,1.0,train
2411,4.0,train
2412,3.0,train
2413,1.0,train
2414,2.0,train
2415,3.0,train
2416,3.0,train
2417,6.0,train
2418,1.0,train
2419,2.0,train
2420,1.0,train
2421,0,train
2422,1.0,train
2423,2.0,train
2424,0,train
2425,1.0,train
2426,2.0,train
2427,1.0,train
2428,1.0,train
2429,1.0,train
2430,1.0,train
2431,2.0,train
2432,3.0,train
2433,2.0,train
2434,1.0,train
2435,1.0,train
2436,2.0,train
2437,1.0,train
2438,0,train
2439,1.0,train
2440,1.0,train
2441,1.0,train
2442,1.0,train
2443,1.0,train
2444,3.0,train
2445,2.0,train
2446,1.0,train
2447,2.0,train
2448,1.0,train
2449,2.0,train
2450,1.0,train
2451,0,train
2452,1.0,train
2453,0,train
2454,0,train
2455,2.0,train
2456,2.0,train
2457,1.0,train
2458,3.0,train
2459,1.0,train
2460,1.0,train
2461,1.0,train
2462,1.0,train
2463,3.0,train
2464,1.0,train
2465,1.0,train
2466,2.0,train
2467,1.0,train
2468,2.0,train
2469,2.0,train
2470,0,train
2471,1.0,train
2472,0,train
2473,0,train
2474,5.0,train
2475,1.0,train
2476,3.0,train
2477,1.0,train
2478,2.0,train
2479,2.0,train
2480,1.0,train
2481,1.0,train
2482,1.0,train
2483,0,train
2484,2.0,train
2485,1.0,train
2486,1.0,train
2487,4.0,train
2488,3.0,train
2489,1.0,train
2490,1.0,train
2491,0,train
2492,2.0,train
2493,1.0,train
2494,3.0,train
2495,1.0,train
2496,0,train
2497,1.0,train
2498,2.0,train
2499,0,train
2500,1.0,train
2501,1.0,train
2502,2.0,train
2503,0,train
2504,1.0,train
2505,3.0,train
2506,3.0,train
2507,3.0,train
2508,1.0,train
2509,2.0,train
2510,0,train
2511,0,train
2512,0,train
2513,1.0,train
2514,1.0,train
2515,3.0,train
2516,3.0,train
2517,0,train
2518,1.0,train
2519,1.0,train
2520,1.0,train
2521,1.0,train
2522,3.0,train
2523,0,train
2524,1.0,train
2525,3.0,train
2526,1.0,train
2527,1.0,train
2528,0,train
2529,2.0,train
2530,1.0,train
2531,1.0,train
2532,4.0,train
2533,0,train
2534,1.0,train
2535,2.0,train
2536,1.0,train
2537,1.0,train
2538,0,train
2539,3.0,train
2540,2.0,train
2541,2.0,train
2542,0,train
2543,0,train
2544,5.0,train
2545,3.0,train
2546,1.0,train
2547,6.0,train
2548,1.0,train
2549,1.0,train
2550,2.0,train
2551,1.0,train
2552,2.0,train
2553,0,train
2554,2.0,train
2555,1.0,train
2556,4.0,train
2557,2.0,train
2558,1.0,train
2559,3.0,train
2560,3.0,train
2561,1.0,train
2562,5.0,train
2563,1.0,train
2564,3.0,train
2565,2.0,train
2566,0,train
2567,0,train
2568,1.0,train
2569,0,train
2570,1.0,train
2571,1.0,train
2572,0,train
2573,1.0,train
2574,3.0,train
2575,2.0,train
2576,5.0,train
2577,1.0,train
2578,1.0,train
2579,1.0,train
2580,1.0,train
2581,2.0,train
2582,0,train
2583,2.0,train
2584,2.0,train
2585,5.0,train
2586,1.0,train
2587,2.0,train
2588,2.0,train
2589,1.0,train
2590,1.0,train
2591,1.0,train
2592,2.0,train
2593,2.0,train
2594,0,train
2595,0,train
2596,2.0,train
2597,1.0,train
2598,1.0,train
2599,1.0,test
2600,4.0,test
2601,0,test
2602,1.0,test
2603,0,test
2604,1.0,test
2605,2.0,test
2606,2.0,test
2607,0,test
2608,2.0,test
2609,2.0,test
2610,0,test
2611,2.0,test
2612,2.0,test
2613,3.0,test
2614,0,test
2615,1.0,test
2616,4.0,test
2617,5.0,test
2618,1.0,test
2619,2.0,test
2620,0,test
2621,1.0,test
2622,4.0,test
2623,1.0,test
2624,3.0,test
2625,0,test
2626,3.0,test
2627,1.0,test
2628,1.0,test
2629,1.0,test
2630,2.0,test
2631,1.0,test
2632,3.0,test
2633,4.0,test
2634,2.0,test
2635,1.0,test
2636,2.0,test
2637,1.0,test
2638,1.0,test
2639,1.0,test
2640,1.0,test
2641,1.0,test
2642,1.0,test
2643,3.0,test
2644,1.0,test
2645,2.0,test
2646,2.0,test
2647,0,test
2648,1.0,test
2649,0,test
2650,5.0,test
2651,1.0,test
2652,2.0,test
2653,0,test
2654,3.0,test
2655,0,test
2656,1.0,test
2657,7.0,test
2658,1.0,test
2659,3.0,test
2660,1.0,test
2661,2.0,test
2662,2.0,test
2663,1.0,test
2664,3.0,test
2665,1.0,test
2666,0,test
2667,0,test
2668,1.0,test
2669,1.0,test
2670,3.0,test
2671,2.0,test
2672,2.0,test
2673,0,test
2674,4.0,test
2675,2.0,test
2676,0,test
2677,1.0,test
2678,2.0,test
2679,2.0,test
2680,2.0,test
2681,0,test
2682,2.0,test
2683,1.0,test
2684,1.0,test
2685,0,test
2686,2.0,test
2687,1.0,test
2688,1.0,test
2689,1.0,test
2690,3.0,test
2691,1.0,test
2692,2.0,test
2693,2.0,test
2694,4.0,test
2695,0,test
2696,2.0,test
2697,2.0,test
2698,2.0,test
2699,3.0,test
2700,2.0,test
2701,0,test
2702,1.0,test
2703,1.0,test
2704,1.0,test
2705,5.0,test
2706,2.0,test
2707,0,test
2708,2.0,test
2709,2.0,test
2710,3.0,test
2711,2.0,test
2712,2.0,test
2713,3.0,test
2714,1.0,test
2715,1.0,test
2716,1.0,test
2717,1.0,test
2718,2.0,test
2719,1.0,test
2720,2.0,test
2721,2.0,test
2722,4.0,test
2723,3.0,test
2724,1.0,test
2725,0,test
2726,1.0,test
2727,1.0,test
2728,1.0,test
2729,1.0,test
2730,2.0,test
2731,1.0,test
2732,3.0,test
2733,3.0,test
2734,1.0,test
2735,4.0,test
2736,1.0,test
2737,1.0,test
2738,4.0,test
2739,4.0,test
2740,2.0,test
2741,3.0,test
2742,2.0,test
2743,2.0,test
2744,0,test
2745,1.0,test
2746,1.0,test
2747,2.0,test
2748,1.0,test
2749,1.0,test
2750,1.0,test
2751,4.0,test
2752,2.0,test
2753,2.0,test
2754,1.0,test
2755,2.0,test
2756,5.0,test
2757,2.0,test
2758,9.0,test
2759,1.0,test
2760,3.0,test
2761,1.0,test
2762,4.0,test
2763,2.0,test
2764,2.0,test
2765,2.0,test
2766,1.0,test
2767,3.0,test
2768,1.0,test
2769,1.0,test
2770,0,test
2771,1.0,test
2772,4.0,test
2773,2.0,test
2774,4.0,test
2775,1.0,test
2776,1.0,test
2777,1.0,test
2778,1.0,test
2779,3.0,test
2780,1.0,test
2781,1.0,test
2782,1.0,test
2783,3.0,test
2784,0,test
2785,1.0,test
2786,2.0,test
2787,1.0,test
2788,0,test
2789,3.0,test
2790,1.0,test
2791,2.0,test
2792,2.0,test
2793,2.0,test
2794,1.0,test
2795,1.0,test
2796,3.0,test
2797,1.0,test
2798,0,test
2799,5.0,train
2800,1.0,train
2801,2.0,train
2802,1.0,train
2803,2.0,train
2804,1.0,train
2805,1.0,train
2806,1.0,train
2807,4.0,train
2808,4.0,train
2809,3.0,train
2810,2.0,train
2811,2.0,train
2812,2.0,train
2813,2.0,train
2814,1.0,train
2815,1.0,train
2816,1.0,train
2817,2.0,train
2818,3.0,train
2819,3.0,train
2820,1.0,train
2821,1.0,train
2822,1.0,train
2823,0,train
2824,1.0,train
2825,3.0,train
2826,4.0,train
2827,2.0,train
2828,4.0,train
2829,4.0,train
2830,2.0,train
2831,2.0,train
2832,2.0,train
2833,2.0,train
2834,4.0,train
2835,0,train
2836,1.0,train
2837,1.0,train
2838,1.0,train
2839,4.0,train
2840,2.0,train
2841,2.0,train
2842,1.0,train
2843,2.0,train
2844,4.0,train
2845,2.0,train
2846,1.0,train
2847,4.0,train
2848,2.0,train
2849,1.0,train
2850,2.0,train
2851,1.0,train
2852,1.0,train
2853,0,train
2854,3.0,train
2855,5.0,train
2856,3.0,train
2857,4.0,train
2858,1.0,train
2859,2.0,train
2860,0,train
2861,0,train
2862,2.0,train
2863,1.0,train
2864,1.0,train
2865,1.0,train
2866,2.0,train
2867,0,train
2868,3.0,train
2869,2.0,train
2870,1.0,train
2871,1.0,train
2872,3.0,train
2873,5.0,train
2874,0,train
2875,1.0,train
2876,1.0,train
2877,1.0,train
2878,2.0,train
2879,2.0,train
2880,1.0,train
2881,1.0,train
2882,3.0,train
2883,1.0,train
2884,1.0,train
2885,6.0,train
2886,1.0,train
2887,2.0,train
2888,1.0,train
2889,2.0,train
2890,1.0,train
2891,1.0,train
2892,1.0,train
2893,2.0,train
2894,0,train
2895,0,train
2896,0,train
2897,1.0,train
2898,5.0,train
2899,0,train
2900,2.0,train
2901,2.0,train
2902,0,train
2903,1.0,train
2904,1.0,train
2905,4.0,train
2906,1.0,train
2907,1.0,train
2908,1.0,train
2909,3.0,train
2910,1.0,train
2911,1.0,train
2912,2.0,train
2913,7.0,train
2914,2.0,train
2915,1.0,train
2916,2.0,train
2917,1.0,train
2918,1.0,train
2919,2.0,train
2920,1.0,train
2921,1.0,train
2922,3.0,train
2923,2.0,train
2924,0,train
2925,2.0,train
2926,1.0,train
2927,1.0,train
2928,2.0,train
2929,1.0,train
2930,1.0,train
2931,1.0,train
2932,1.0,train
2933,6.0,train
2934,5.0,train
2935,4.0,train
2936,1.0,train
2937,3.0,train
2938,1.0,train
2939,2.0,train
2940,1.0,train
2941,1.0,train
2942,1.0,train
2943,1.0,train
2944,1.0,train
2945,2.0,train
2946,3.0,train
2947,2.0,train
2948,1.0,train
2949,1.0,train
2950,2.0,train
2951,2.0,train
2952,3.0,train
2953,1.0,train
2954,1.0,train
2955,2.0,train
2956,2.0,train
2957,0,train
2958,3.0,train
2959,2.0,train
2960,0,train
2961,0,train
2962,1.0,train
2963,0,train
2964,2.0,train
2965,1.0,train
2966,1.0,train
2967,1.0,train
2968,3.0,train
2969,2.0,train
2970,1.0,train
2971,3.0,train
2972,1.0,train
2973,1.0,train
2974,2.0,train
2975,1.0,train
2976,1.0,train
2977,0,train
2978,2.0,train
2979,1.0,train
2980,2.0,train
2981,2.0,train
2982,2.0,train
2983,1.0,train
2984,4.0,train
2985,4.0,train
2986,1.0,train
2987,1.0,train
2988,2.0,train
2989,1.0,train
2990,2.0,train
2991,1.0,train
2992,4.0,train
2993,3.0,train
2994,1.0,train
2995,3.0,train
2996,1.0,train
2997,1.0,train
2998,1.0,train
2999,0,test
3000,2.0,test
3001,1.0,test
3002,0,test
3003,4.0,test
3004,3.0,test
3005,0,test
3006,3.0,test
3007,1.0,test
3008,0,test
3009,1.0,test
3010,3.0,test
3011,3.0,test
3012,2.0,test
3013,4.0,test
3014,4.0,test
3015,1.0,test
3016,1.0,test
3017,1.0,test
3018,1.0,test
3019,0,test
3020,1.0,test
3021,2.0,test
3022,1.0,test
3023,1.0,test
3024,1.0,test
3025,2.0,test
3026,3.0,test
3027,4.0,test
3028,3.0,test
3029,1.0,test
3030,0,test
3031,0,test
3032,3.0,test
3033,0,test
3034,2.0,test
3035,1.0,test
3036,1.0,test
3037,1.0,test
3038,2.0,test
3039,3.0,test
3040,0,test
3041,2.0,test
3042,2.0,test
3043,3.0,test
3044,4.0,test
3045,2.0,test
3046,1.0,test
3047,3.0,test
3048,2.0,test
3049,2.0,test
3050,3.0,test
3051,1.0,test
3052,1.0,test
3053,1.0,test
3054,4.0,test
3055,1.0,test
3056,1.0,test
3057,4.0,test
3058,2.0,test
3059,0,test
3060,2.0,test
3061,1.0,test
3062,1.0,test
3063,3.0,test
3064,4.0,test
3065,1.0,test
3066,1.0,test
3067,4.0,test
3068,1.0,test
3069,7.0,test
3070,1.0,test
3071,0,test
3072,1.0,test
3073,1.0,test
3074,2.0,test
3075,1.0,test
3076,1.0,test
3077,0,test
3078,2.0,test
3079,2.0,test
3080,1.0,test
3081,2.0,test
3082,1.0,test
3083,2.0,test
3084,3.0,test
3085,5.0,test
3086,1.0,test
3087,1.0,test
3088,1.0,test
3089,0,test
3090,4.0,test
3091,1.0,test
3092,2.0,test
3093,3.0,test
3094,1.0,test
3095,2.0,test
3096,0,test
3097,3.0,test
3098,1.0,test
3099,2.0,test
3100,4.0,test
3101,0,test
3102,2.0,test
3103,3.0,test
3104,0,test
3105,2.0,test
3106,3.0,test
3107,1.0,test
3108,3.0,test
3109,2.0,test
3110,2.0,test
3111,2.0,test
3112,1.0,test
3113,2.0,test
3114,0,test
3115,1.0,test
3116,0,test
3117,1.0,test
3118,1.0,test
3119,1.0,test
3120,0,test
3121,3.0,test
3122,1.0,test
3123,0,test
3124,2.0,test
3125,1.0,test
3126,1.0,test
3127,2.0,test
3128,4.0,test
3129,2.0,test
3130,1.0,test
3131,3.0,test
3132,6.0,test
3133,2.0,test
3134,5.0,test
3135,3.0,test
3136,1.0,test
3137,1.0,test
3138,2.0,test
3139,1.0,test
3140,1.0,test
3141,0,test
3142,2.0,test
3143,3.0,test
3144,1.0,test
3145,2.0,test
3146,2.0,test
3147,0,test
3148,2.0,test
3149,1.0,test
3150,2.0,test
3151,1.0,test
3152,0,test
3153,1.0,test
3154,1.0,test
3155,2.0,test
3156,1.0,test
3157,2.0,test
3158,1.0,test
3159,1.0,test
3160,2.0,test
3161,0,test
3162,3.0,test
3163,2.0,test
3164,1.0,test
3165,0,test
3166,0,test
3167,1.0,test
3168,4.0,test
3169,1.0,test
3170,1.0,test
3171,0,test
3172,1.0,test
3173,4.0,test
3174,2.0,test
3175,5.0,test
3176,2.0,test
3177,2.0,test
3178,2.0,test
3179,0,test
3180,0,test
3181,3.0,test
3182,2.0,test
3183,2.0,test
3184,2.0,test
3185,1.0,test
3186,1.0,test
3187,1.0,test
3188,1.0,test
3189,4.0,test
3190,8.0,test
3191,2.0,test
3192,5.0,test
3193,5.0,test
3194,2.0,test
3195,1.0,test
3196,1.0,test
3197,3.0,test
3198,1.0,test
3199,2.0,train
3200,1.0,train
3201,3.0,train
3202,1.0,train
3203,1.0,train
3204,0,train
3205,1.0,train
3206,2.0,train
3207,1.0,train
3208,0,train
3209,3.0,train
3210,1.0,train
3211,2.0,train
3212,1.0,train
3213,2.0,train
3214,3.0,train
3215,2.0,train
3216,3.0,train
3217,1.0,train
3218,0,train
3219,2.0,train
3220,2.0,train
3221,2.0,train
3222,2.0,train
3223,1.0,train
3224,4.0,train
3225,1.0,train
3226,1.0,train
3227,1.0,train
3228,1.0,train
3229,2.0,train
3230,0,train
3231,1.0,train
3232,2.0,train
3233,2.0,train
3234,1.0,train
3235,2.0,train
3236,2.0,train
3237,3.0,train
3238,4.0,train
3239,2.0,train
3240,1.0,train
3241,1.0,train
3242,4.0,train
3243,1.0,train
3244,1.0,train
3245,1.0,train
3246,3.0,train
3247,3.0,train
3248,2.0,train
3249,6.0,train
3250,2.0,train
3251,1.0,train
3252,2.0,train
3253,4.0,train
3254,1.0,train
3255,2.0,train
3256,1.0,train
3257,1.0,train
3258,2.0,train
3259,2.0,train
3260,2.0,train
3261,1.0,train
3262,1.0,train
3263,3.0,train
3264,0,train
3265,1.0,train
3266,1.0,train
3267,1.0,train
3268,0,train
3269,2.0,train
3270,1.0,train
3271,4.0,train
3272,1.0,train
3273,1.0,train
3274,2.0,train
3275,2.0,train
3276,0,train
3277,4.0,train
3278,1.0,train
3279,1.0,train
3280,2.0,train
3281,3.0,train
3282,4.0,train
3283,1.0,train
3284,1.0,train
3285,0,train
3286,2.0,train
3287,3.0,train
3288,1.0,train
3289,1.0,train
3290,1.0,train
3291,1.0,train
3292,3.0,train
3293,0,train
3294,1.0,train
3295,0,train
3296,3.0,train
3297,2.0,train
3298,6.0,train
3299,1.0,train
3300,5.0,train
3301,1.0,train
3302,2.0,train
3303,1.0,train
3304,2.0,train
3305,2.0,train
3306,1.0,train
3307,1.0,train
3308,0,train
3309,2.0,train
3310,0,train
3311,2.0,train
3312,1.0,train
3313,1.0,train
3314,1.0,train
3315,0,train
3316,1.0,train
3317,1.0,train
3318,4.0,train
3319,1.0,train
3320,2.0,train
3321,1.0,train
3322,1.0,train
3323,2.0,train
3324,0,train
3325,1.0,train
3326,1.0,train
3327,1.0,train
3328,2.0,train
3329,1.0,train
3330,1.0,train
3331,0,train
3332,0,train
3333,2.0,train
3334,2.0,train
3335,0,train
3336,5.0,train
3337,1.0,train
3338,2.0,train
3339,0,train
3340,1.0,train
3341,0,train
3342,4.0,train
3343,1.0,train
3344,2.0,train
3345,5.0,train
3346,1.0,train
3347,2.0,train
