episode,score,type
3348,3.0,train
3349,2.0,train
3350,1.0,train
3351,1.0,train
3352,0,train
3353,4.0,train
3354,2.0,train
3355,2.0,train
3356,3.0,train
3357,2.0,train
3358,2.0,train
3359,0,train
3360,0,train
3361,2.0,train
3362,2.0,train
3363,2.0,train
3364,2.0,train
3365,3.0,train
3366,2.0,train
3367,1.0,train
3368,2.0,train
3369,2.0,train
3370,2.0,train
3371,3.0,train
3372,1.0,train
3373,1.0,train
3374,1.0,train
3375,2.0,train
3376,2.0,train
3377,3.0,train
3378,4.0,train
3379,2.0,train
3380,1.0,train
3381,1.0,train
3382,2.0,train
3383,2.0,train
3384,4.0,train
3385,1.0,train
3386,2.0,train
3387,1.0,train
3388,1.0,train
3389,1.0,train
3390,2.0,train
3391,1.0,train
3392,1.0,train
3393,2.0,train
3394,2.0,train
3395,1.0,train
3396,3.0,train
3397,2.0,train
3398,1.0,train
3399,1.0,test
3400,1.0,test
3401,0,test
3402,1.0,test
3403,2.0,test
3404,1.0,test
3405,1.0,test
3406,2.0,test
3407,1.0,test
3408,1.0,test
3409,1.0,test
3410,2.0,test
3411,3.0,test
3412,0,test
3413,2.0,test
3414,1.0,test
3415,7.0,test
3416,1.0,test
3417,1.0,test
3418,3.0,test
3419,1.0,test
3420,2.0,test
3421,0,test
3422,1.0,test
3423,2.0,test
3424,2.0,test
3425,1.0,test
3426,2.0,test
3427,2.0,test
3428,2.0,test
3429,3.0,test
3430,2.0,test
3431,1.0,test
3432,1.0,test
3433,0,test
3434,1.0,test
3435,0,test
3436,4.0,test
3437,1.0,test
3438,1.0,test
3439,1.0,test
3440,2.0,test
3441,0,test
3442,0,test
3443,1.0,test
3444,0,test
3445,2.0,test
3446,0,test
3447,2.0,test
3448,2.0,test
3449,2.0,test
3450,1.0,test
3451,3.0,test
3452,1.0,test
3453,1.0,test
3454,2.0,test
3455,2.0,test
3456,2.0,test
3457,3.0,test
3458,0,test
3459,0,test
3460,2.0,test
3461,1.0,test
3462,1.0,test
3463,1.0,test
3464,2.0,test
3465,1.0,test
3466,3.0,test
3467,0,test
3468,1.0,test
3469,1.0,test
3470,1.0,test
3471,0,test
3472,2.0,test
3473,1.0,test
3474,0,test
3475,1.0,test
3476,1.0,test
3477,0,test
3478,1.0,test
3479,1.0,test
3480,1.0,test
3481,4.0,test
3482,0,test
3483,3.0,test
3484,4.0,test
3485,4.0,test
3486,2.0,test
3487,0,test
3488,1.0,test
3489,3.0,test
3490,2.0,test
3491,3.0,test
3492,9.0,test
3493,3.0,test
3494,3.0,test
3495,0,test
3496,0,test
3497,1.0,test
3498,2.0,test
3499,3.0,test
3500,3.0,test
3501,1.0,test
3502,2.0,test
3503,1.0,test
3504,0,test
3505,1.0,test
3506,1.0,test
3507,3.0,test
3508,1.0,test
3509,1.0,test
3510,1.0,test
3511,1.0,test
3512,1.0,test
3513,1.0,test
3514,1.0,test
3515,0,test
3516,0,test
3517,2.0,test
3518,1.0,test
3519,0,test
3520,2.0,test
3521,2.0,test
3522,0,test
3523,1.0,test
3524,1.0,test
3525,1.0,test
3526,2.0,test
3527,1.0,test
3528,2.0,test
3529,2.0,test
3530,2.0,test
3531,1.0,test
3532,5.0,test
3533,0,test
3534,2.0,test
3535,0,test
3536,2.0,test
3537,2.0,test
3538,3.0,test
3539,1.0,test
3540,3.0,test
3541,5.0,test
3542,1.0,test
3543,0,test
3544,3.0,test
3545,3.0,test
3546,1.0,test
3547,2.0,test
3548,2.0,test
3549,2.0,test
3550,5.0,test
3551,2.0,test
3552,0,test
3553,2.0,test
3554,4.0,test
3555,1.0,test
3556,1.0,test
3557,1.0,test
3558,0,test
3559,1.0,test
3560,2.0,test
3561,1.0,test
3562,6.0,test
3563,3.0,test
3564,2.0,test
3565,3.0,test
3566,3.0,test
3567,4.0,test
3568,1.0,test
3569,2.0,test
3570,1.0,test
3571,1.0,test
3572,3.0,test
3573,1.0,test
3574,1.0,test
3575,2.0,test
3576,1.0,test
3577,1.0,test
3578,6.0,test
3579,2.0,test
3580,0,test
3581,0,test
3582,3.0,test
3583,1.0,test
3584,1.0,test
3585,5.0,test
3586,1.0,test
3587,1.0,test
3588,1.0,test
3589,1.0,test
3590,4.0,test
3591,2.0,test
3592,1.0,test
3593,0,test
3594,1.0,test
3595,1.0,test
3596,3.0,test
3597,1.0,test
3598,3.0,test
3599,3.0,train
3600,0,train
3601,0,train
3602,2.0,train
3603,2.0,train
3604,1.0,train
3605,1.0,train
3606,1.0,train
3607,0,train
3608,1.0,train
3609,4.0,train
3610,2.0,train
3611,0,train
3612,1.0,train
3613,2.0,train
3614,1.0,train
3615,1.0,train
3616,6.0,train
3617,0,train
3618,2.0,train
3619,2.0,train
3620,1.0,train
3621,0,train
3622,1.0,train
3623,3.0,train
3624,1.0,train
3625,1.0,train
3626,0,train
3627,1.0,train
3628,2.0,train
3629,1.0,train
3630,3.0,train
3631,3.0,train
3632,2.0,train
3633,1.0,train
3634,1.0,train
3635,1.0,train
3636,3.0,train
3637,2.0,train
3638,0,train
3639,3.0,train
3640,1.0,train
3641,2.0,train
3642,0,train
3643,3.0,train
3644,4.0,train
3645,1.0,train
3646,2.0,train
3647,0,train
3648,2.0,train
3649,2.0,train
3650,1.0,train
3651,2.0,train
3652,2.0,train
3653,4.0,train
3654,2.0,train
3655,0,train
3656,3.0,train
3657,2.0,train
3658,1.0,train
3659,0,train
3660,2.0,train
3661,1.0,train
3662,2.0,train
3663,2.0,train
3664,1.0,train
3665,1.0,train
3666,0,train
3667,1.0,train
3668,0,train
3669,1.0,train
3670,1.0,train
3671,1.0,train
3672,2.0,train
3673,5.0,train
3674,1.0,train
3675,4.0,train
3676,1.0,train
3677,2.0,train
3678,1.0,train
3679,1.0,train
3680,4.0,train
3681,1.0,train
3682,1.0,train
3683,3.0,train
3684,2.0,train
3685,2.0,train
3686,5.0,train
3687,1.0,train
3688,1.0,train
3689,5.0,train
3690,0,train
3691,3.0,train
3692,1.0,train
3693,1.0,train
3694,1.0,train
3695,3.0,train
3696,1.0,train
3697,2.0,train
3698,1.0,train
3699,1.0,train
3700,2.0,train
3701,1.0,train
3702,4.0,train
3703,3.0,train
3704,3.0,train
3705,0,train
3706,2.0,train
3707,2.0,train
3708,0,train
3709,1.0,train
3710,3.0,train
3711,2.0,train
3712,3.0,train
3713,1.0,train
3714,4.0,train
3715,2.0,train
3716,2.0,train
3717,1.0,train
3718,1.0,train
3719,1.0,train
3720,1.0,train
3721,0,train
3722,3.0,train
3723,1.0,train
3724,2.0,train
3725,2.0,train
3726,1.0,train
3727,0,train
3728,2.0,train
3729,2.0,train
3730,2.0,train
3731,2.0,train
3732,1.0,train
3733,2.0,train
3734,2.0,train
3735,2.0,train
3736,1.0,train
3737,1.0,train
3738,1.0,train
3739,4.0,train
3740,1.0,train
3741,1.0,train
3742,2.0,train
3743,1.0,train
3744,1.0,train
3745,1.0,train
3746,1.0,train
3747,1.0,train
3748,1.0,train
3749,1.0,train
3750,1.0,train
3751,2.0,train
3752,5.0,train
3753,2.0,train
3754,3.0,train
3755,1.0,train
3756,3.0,train
3757,1.0,train
3758,3.0,train
3759,3.0,train
3760,1.0,train
3761,1.0,train
3762,0,train
3763,3.0,train
3764,0,train
3765,2.0,train
3766,1.0,train
3767,1.0,train
3768,2.0,train
3769,0,train
3770,2.0,train
3771,1.0,train
3772,1.0,train
3773,2.0,train
3774,1.0,train
3775,3.0,train
3776,0,train
3777,5.0,train
3778,2.0,train
3779,3.0,train
3780,0,train
3781,2.0,train
3782,1.0,train
3783,2.0,train
3784,1.0,train
3785,0,train
3786,3.0,train
3787,0,train
3788,1.0,train
3789,2.0,train
3790,3.0,train
3791,3.0,train
3792,2.0,train
3793,1.0,train
3794,3.0,train
3795,0,train
3796,2.0,train
3797,0,train
3798,2.0,train
3799,1.0,test
3800,2.0,test
3801,1.0,test
3802,1.0,test
3803,0,test
3804,0,test
3805,2.0,test
3806,1.0,test
3807,2.0,test
3808,1.0,test
3809,1.0,test
3810,1.0,test
3811,0,test
3812,1.0,test
3813,1.0,test
3814,1.0,test
3815,2.0,test
3816,2.0,test
3817,1.0,test
3818,1.0,test
3819,2.0,test
3820,1.0,test
3821,2.0,test
3822,1.0,test
3823,0,test
3824,0,test
3825,1.0,test
3826,3.0,test
3827,3.0,test
3828,3.0,test
3829,1.0,test
3830,3.0,test
3831,1.0,test
3832,1.0,test
3833,0,test
3834,1.0,test
3835,2.0,test
3836,2.0,test
3837,5.0,test
3838,1.0,test
3839,2.0,test
3840,5.0,test
3841,2.0,test
3842,1.0,test
3843,2.0,test
3844,1.0,test
3845,1.0,test
3846,3.0,test
3847,3.0,test
3848,1.0,test
3849,1.0,test
3850,1.0,test
3851,1.0,test
3852,2.0,test
3853,4.0,test
3854,1.0,test
3855,2.0,test
3856,1.0,test
3857,1.0,test
3858,3.0,test
3859,1.0,test
3860,1.0,test
3861,1.0,test
3862,0,test
3863,1.0,test
3864,3.0,test
3865,1.0,test
3866,3.0,test
3867,0,test
3868,1.0,test
3869,1.0,test
3870,0,test
3871,1.0,test
3872,2.0,test
3873,1.0,test
3874,1.0,test
3875,4.0,test
3876,3.0,test
3877,2.0,test
3878,2.0,test
3879,0,test
3880,3.0,test
3881,1.0,test
3882,2.0,test
3883,7.0,test
3884,3.0,test
3885,6.0,test
3886,1.0,test
3887,1.0,test
3888,5.0,test
3889,4.0,test
3890,6.0,test
3891,2.0,test
3892,1.0,test
3893,1.0,test
3894,3.0,test
3895,1.0,test
3896,2.0,test
3897,1.0,test
3898,1.0,test
3899,1.0,test
3900,2.0,test
3901,3.0,test
3902,1.0,test
3903,3.0,test
3904,5.0,test
3905,1.0,test
3906,4.0,test
3907,1.0,test
3908,1.0,test
3909,1.0,test
3910,3.0,test
3911,4.0,test
3912,2.0,test
3913,2.0,test
3914,1.0,test
3915,2.0,test
3916,1.0,test
3917,1.0,test
3918,2.0,test
3919,1.0,test
3920,1.0,test
3921,2.0,test
3922,4.0,test
3923,0,test
3924,1.0,test
3925,1.0,test
3926,0,test
3927,2.0,test
3928,2.0,test
3929,1.0,test
3930,4.0,test
3931,1.0,test
3932,3.0,test
3933,1.0,test
3934,3.0,test
3935,1.0,test
3936,5.0,test
3937,0,test
3938,2.0,test
3939,2.0,test
3940,5.0,test
3941,1.0,test
3942,0,test
3943,0,test
3944,0,test
3945,1.0,test
3946,1.0,test
3947,1.0,test
3948,0,test
3949,3.0,test
3950,2.0,test
3951,3.0,test
3952,1.0,test
3953,4.0,test
3954,2.0,test
3955,1.0,test
3956,2.0,test
3957,1.0,test
3958,1.0,test
3959,5.0,test
3960,3.0,test
3961,3.0,test
3962,1.0,test
3963,2.0,test
3964,2.0,test
3965,2.0,test
3966,4.0,test
3967,0,test
3968,2.0,test
3969,2.0,test
3970,2.0,test
3971,1.0,test
3972,2.0,test
3973,1.0,test
3974,2.0,test
3975,3.0,test
3976,1.0,test
3977,0,test
3978,2.0,test
3979,2.0,test
3980,1.0,test
3981,2.0,test
3982,2.0,test
3983,2.0,test
3984,1.0,test
3985,4.0,test
3986,3.0,test
3987,1.0,test
3988,3.0,test
3989,1.0,test
3990,1.0,test
3991,2.0,test
3992,3.0,test
3993,2.0,test
3994,3.0,test
3995,2.0,test
3996,3.0,test
3997,1.0,test
3998,1.0,test
3999,2.0,train
4000,1.0,train
4001,1.0,train
4002,3.0,train
4003,0,train
4004,1.0,train
4005,3.0,train
4006,2.0,train
4007,5.0,train
4008,2.0,train
4009,1.0,train
4010,2.0,train
4011,1.0,train
4012,2.0,train
4013,1.0,train
4014,2.0,train
4015,0,train
4016,4.0,train
4017,1.0,train
4018,1.0,train
4019,2.0,train
4020,3.0,train
4021,2.0,train
4022,1.0,train
4023,1.0,train
4024,3.0,train
4025,2.0,train
4026,2.0,train
4027,2.0,train
4028,3.0,train
4029,3.0,train
4030,3.0,train
4031,4.0,train
4032,2.0,train
4033,1.0,train
4034,4.0,train
4035,1.0,train
4036,3.0,train
4037,1.0,train
4038,1.0,train
4039,0,train
4040,1.0,train
4041,3.0,train
4042,1.0,train
4043,2.0,train
4044,2.0,train
4045,2.0,train
4046,1.0,train
4047,2.0,train
4048,1.0,train
4049,1.0,train
4050,2.0,train
4051,2.0,train
4052,4.0,train
4053,1.0,train
4054,0,train
4055,1.0,train
4056,0,train
4057,4.0,train
4058,6.0,train
4059,1.0,train
4060,0,train
4061,0,train
4062,1.0,train
4063,3.0,train
4064,1.0,train
4065,1.0,train
4066,3.0,train
4067,0,train
4068,2.0,train
4069,2.0,train
4070,2.0,train
4071,1.0,train
4072,1.0,train
4073,7.0,train
4074,3.0,train
4075,1.0,train
4076,1.0,train
4077,3.0,train
4078,2.0,train
4079,1.0,train
4080,7.0,train
4081,3.0,train
4082,3.0,train
4083,2.0,train
4084,3.0,train
4085,2.0,train
4086,2.0,train
4087,0,train
4088,2.0,train
4089,2.0,train
4090,1.0,train
4091,1.0,train
4092,4.0,train
4093,2.0,train
4094,1.0,train
4095,7.0,train
4096,4.0,train
4097,1.0,train
4098,1.0,train
4099,2.0,train
4100,1.0,train
4101,2.0,train
4102,1.0,train
4103,0,train
4104,2.0,train
4105,1.0,train
4106,1.0,train
4107,0,train
4108,2.0,train
4109,1.0,train
4110,2.0,train
4111,3.0,train
4112,1.0,train
4113,1.0,train
4114,1.0,train
4115,1.0,train
4116,1.0,train
4117,3.0,train
4118,0,train
4119,1.0,train
4120,2.0,train
4121,2.0,train
4122,1.0,train
4123,1.0,train
4124,2.0,train
4125,5.0,train
4126,2.0,train
4127,0,train
4128,0,train
4129,1.0,train
4130,3.0,train
4131,3.0,train
4132,1.0,train
4133,5.0,train
4134,1.0,train
4135,1.0,train
4136,1.0,train
4137,0,train
4138,2.0,train
4139,1.0,train
4140,2.0,train
4141,3.0,train
4142,2.0,train
4143,2.0,train
4144,2.0,train
4145,4.0,train
4146,2.0,train
4147,3.0,train
4148,1.0,train
4149,0,train
4150,2.0,train
4151,2.0,train
4152,2.0,train
4153,1.0,train
4154,1.0,train
4155,3.0,train
4156,1.0,train
4157,1.0,train
4158,0,train
4159,3.0,train
4160,2.0,train
4161,3.0,train
4162,0,train
4163,1.0,train
4164,1.0,train
4165,0,train
4166,5.0,train
4167,1.0,train
4168,0,train
4169,7.0,train
4170,2.0,train
4171,1.0,train
4172,2.0,train
4173,2.0,train
4174,1.0,train
4175,2.0,train
4176,2.0,train
4177,1.0,train
4178,1.0,train
4179,5.0,train
4180,3.0,train
4181,2.0,train
4182,0,train
4183,3.0,train
4184,2.0,train
4185,0,train
4186,0,train
4187,2.0,train
4188,1.0,train
4189,2.0,train
4190,0,train
4191,2.0,train
4192,4.0,train
4193,0,train
4194,1.0,train
4195,2.0,train
4196,3.0,train
4197,1.0,train
4198,0,train
4199,0,test
4200,5.0,test
4201,3.0,test
4202,2.0,test
4203,0,test
4204,2.0,test
4205,3.0,test
4206,2.0,test
4207,1.0,test
4208,0,test
4209,2.0,test
4210,1.0,test
4211,2.0,test
4212,4.0,test
4213,4.0,test
4214,2.0,test
4215,1.0,test
4216,2.0,test
4217,3.0,test
4218,0,test
4219,2.0,test
4220,1.0,test
4221,3.0,test
4222,2.0,test
4223,1.0,test
4224,1.0,test
4225,4.0,test
4226,1.0,test
4227,0,test
4228,1.0,test
4229,0,test
4230,4.0,test
4231,0,test
4232,1.0,test
4233,4.0,test
4234,2.0,test
4235,1.0,test
4236,2.0,test
4237,1.0,test
4238,2.0,test
4239,3.0,test
4240,0,test
4241,2.0,test
4242,5.0,test
4243,1.0,test
4244,2.0,test
4245,0,test
4246,2.0,test
4247,1.0,test
4248,2.0,test
4249,0,test
4250,3.0,test
4251,1.0,test
4252,2.0,test
4253,2.0,test
4254,0,test
4255,3.0,test
4256,5.0,test
4257,3.0,test
4258,0,test
4259,3.0,test
4260,2.0,test
4261,2.0,test
4262,2.0,test
4263,5.0,test
4264,3.0,test
4265,2.0,test
4266,2.0,test
4267,3.0,test
4268,1.0,test
4269,1.0,test
4270,4.0,test
4271,1.0,test
4272,1.0,test
4273,2.0,test
4274,2.0,test
4275,5.0,test
4276,3.0,test
4277,1.0,test
4278,1.0,test
4279,2.0,test
4280,1.0,test
4281,2.0,test
4282,4.0,test
4283,2.0,test
4284,2.0,test
4285,1.0,test
4286,1.0,test
4287,1.0,test
4288,3.0,test
4289,2.0,test
4290,2.0,test
4291,1.0,test
4292,1.0,test
4293,4.0,test
4294,1.0,test
4295,1.0,test
4296,0,test
4297,3.0,test
4298,1.0,test
4299,1.0,test
4300,1.0,test
4301,2.0,test
4302,3.0,test
4303,4.0,test
4304,2.0,test
4305,2.0,test
4306,3.0,test
4307,1.0,test
4308,4.0,test
4309,1.0,test
4310,2.0,test
4311,1.0,test
4312,1.0,test
4313,4.0,test
4314,0,test
4315,2.0,test
4316,1.0,test
4317,3.0,test
4318,1.0,test
4319,1.0,test
4320,1.0,test
4321,0,test
4322,2.0,test
4323,0,test
4324,1.0,test
4325,1.0,test
4326,4.0,test
4327,3.0,test
4328,1.0,test
4329,1.0,test
4330,2.0,test
4331,0,test
4332,1.0,test
4333,0,test
4334,2.0,test
4335,1.0,test
4336,1.0,test
4337,5.0,test
4338,1.0,test
4339,1.0,test
4340,1.0,test
4341,0,test
4342,2.0,test
4343,1.0,test
4344,1.0,test
4345,3.0,test
4346,1.0,test
4347,5.0,test
4348,1.0,test
4349,1.0,test
4350,2.0,test
4351,1.0,test
4352,2.0,test
4353,1.0,test
4354,1.0,test
4355,3.0,test
4356,2.0,test
4357,2.0,test
4358,7.0,test
4359,4.0,test
4360,2.0,test
4361,2.0,test
4362,1.0,test
4363,1.0,test
4364,1.0,test
4365,2.0,test
4366,2.0,test
4367,2.0,test
4368,0,test
4369,3.0,test
4370,1.0,test
4371,1.0,test
4372,1.0,test
4373,0,test
4374,1.0,test
4375,7.0,test
4376,2.0,test
4377,3.0,test
4378,1.0,test
4379,2.0,test
4380,1.0,test
4381,2.0,test
4382,0,test
4383,1.0,test
4384,1.0,test
4385,0,test
4386,5.0,test
4387,1.0,test
4388,1.0,test
4389,1.0,test
4390,0,test
4391,1.0,test
4392,5.0,test
4393,1.0,test
4394,2.0,test
4395,1.0,test
4396,4.0,test
4397,1.0,test
4398,1.0,test
4399,1.0,train
4400,4.0,train
4401,1.0,train
4402,2.0,train
4403,3.0,train
4404,3.0,train
4405,1.0,train
4406,2.0,train
4407,1.0,train
4408,5.0,train
4409,1.0,train
4410,4.0,train
4411,1.0,train
4412,2.0,train
4413,0,train
4414,1.0,train
4415,2.0,train
4416,2.0,train
4417,1.0,train
4418,2.0,train
4419,4.0,train
4420,1.0,train
4421,5.0,train
4422,0,train
4423,1.0,train
4424,1.0,train
4425,5.0,train
4426,2.0,train
4427,1.0,train
4428,5.0,train
4429,1.0,train
4430,1.0,train
4431,2.0,train
4432,6.0,train
4433,1.0,train
4434,1.0,train
4435,2.0,train
4436,1.0,train
4437,4.0,train
4438,2.0,train
4439,3.0,train
4440,1.0,train
4441,2.0,train
4442,1.0,train
4443,2.0,train
4444,4.0,train
4445,1.0,train
4446,2.0,train
4447,1.0,train
4448,2.0,train
4449,0,train
4450,0,train
4451,2.0,train
4452,1.0,train
4453,1.0,train
4454,3.0,train
4455,2.0,train
4456,1.0,train
4457,3.0,train
4458,0,train
4459,2.0,train
4460,2.0,train
4461,0,train
4462,4.0,train
4463,2.0,train
4464,2.0,train
4465,1.0,train
4466,1.0,train
4467,2.0,train
4468,2.0,train
4469,2.0,train
4470,3.0,train
4471,2.0,train
4472,3.0,train
4473,3.0,train
4474,1.0,train
4475,2.0,train
4476,1.0,train
4477,1.0,train
4478,2.0,train
4479,1.0,train
4480,3.0,train
4481,2.0,train
4482,2.0,train
4483,2.0,train
4484,0,train
4485,2.0,train
4486,1.0,train
4487,2.0,train
4488,1.0,train
4489,1.0,train
4490,2.0,train
4491,2.0,train
4492,5.0,train
4493,2.0,train
4494,5.0,train
4495,1.0,train
4496,1.0,train
4497,3.0,train
4498,1.0,train
4499,2.0,train
4500,5.0,train
4501,1.0,train
4502,4.0,train
4503,0,train
4504,1.0,train
4505,2.0,train
4506,1.0,train
4507,0,train
4508,1.0,train
4509,2.0,train
4510,1.0,train
4511,0,train
4512,1.0,train
4513,6.0,train
4514,2.0,train
4515,1.0,train
4516,3.0,train
4517,2.0,train
4518,4.0,train
4519,1.0,train
4520,1.0,train
4521,1.0,train
4522,1.0,train
4523,1.0,train
4524,2.0,train
4525,1.0,train
4526,2.0,train
4527,0,train
4528,2.0,train
4529,1.0,train
4530,0,train
4531,2.0,train
4532,1.0,train
4533,3.0,train
4534,3.0,train
4535,5.0,train
4536,2.0,train
4537,0,train
4538,5.0,train
4539,1.0,train
4540,0,train
4541,2.0,train
4542,2.0,train
4543,0,train
4544,1.0,train
4545,0,train
4546,1.0,train
4547,1.0,train
4548,1.0,train
4549,1.0,train
4550,1.0,train
4551,1.0,train
4552,3.0,train
4553,1.0,train
4554,1.0,train
4555,1.0,train
4556,1.0,train
4557,0,train
4558,0,train
4559,1.0,train
4560,2.0,train
4561,1.0,train
4562,3.0,train
4563,1.0,train
4564,2.0,train
4565,3.0,train
4566,2.0,train
4567,2.0,train
4568,2.0,train
4569,1.0,train
4570,1.0,train
4571,0,train
4572,1.0,train
4573,1.0,train
4574,2.0,train
4575,6.0,train
4576,4.0,train
4577,2.0,train
4578,1.0,train
4579,2.0,train
4580,5.0,train
4581,0,train
4582,1.0,train
4583,1.0,train
4584,1.0,train
4585,2.0,train
4586,3.0,train
4587,4.0,train
4588,2.0,train
4589,2.0,train
4590,1.0,train
4591,1.0,train
4592,4.0,train
4593,1.0,train
4594,3.0,train
4595,6.0,train
4596,2.0,train
4597,2.0,train
4598,2.0,train
4599,1.0,test
4600,1.0,test
4601,2.0,test
4602,2.0,test
4603,1.0,test
4604,1.0,test
4605,0,test
4606,1.0,test
4607,1.0,test
4608,1.0,test
4609,1.0,test
4610,1.0,test
4611,2.0,test
4612,1.0,test
4613,4.0,test
4614,3.0,test
4615,1.0,test
4616,1.0,test
4617,2.0,test
4618,0,test
4619,1.0,test
4620,0,test
4621,1.0,test
4622,4.0,test
4623,0,test
4624,0,test
4625,1.0,test
4626,2.0,test
4627,5.0,test
4628,1.0,test
4629,0,test
4630,1.0,test
4631,1.0,test
4632,1.0,test
4633,1.0,test
4634,4.0,test
4635,1.0,test
4636,0,test
4637,1.0,test
4638,0,test
4639,1.0,test
4640,1.0,test
4641,2.0,test
4642,2.0,test
4643,1.0,test
4644,3.0,test
4645,1.0,test
4646,3.0,test
4647,1.0,test
4648,2.0,test
4649,1.0,test
4650,3.0,test
4651,1.0,test
4652,0,test
4653,1.0,test
4654,1.0,test
4655,0,test
4656,2.0,test
4657,5.0,test
4658,0,test
4659,1.0,test
4660,1.0,test
4661,1.0,test
4662,0,test
4663,3.0,test
4664,1.0,test
4665,1.0,test
4666,2.0,test
4667,2.0,test
4668,0,test
4669,2.0,test
4670,1.0,test
4671,4.0,test
4672,1.0,test
4673,1.0,test
4674,1.0,test
4675,7.0,test
4676,1.0,test
4677,1.0,test
4678,0,test
4679,1.0,test
4680,3.0,test
4681,2.0,test
4682,0,test
4683,2.0,test
4684,1.0,test
4685,2.0,test
4686,1.0,test
4687,2.0,test
4688,1.0,test
4689,2.0,test
4690,1.0,test
4691,0,test
4692,1.0,test
4693,3.0,test
4694,1.0,test
4695,1.0,test
4696,2.0,test
4697,1.0,test
4698,2.0,test
4699,1.0,test
4700,2.0,test
4701,2.0,test
4702,2.0,test
4703,1.0,test
4704,1.0,test
4705,3.0,test
4706,2.0,test
4707,0,test
4708,2.0,test
4709,2.0,test
4710,2.0,test
4711,1.0,test
4712,0,test
4713,0,test
4714,3.0,test
4715,1.0,test
4716,1.0,test
4717,2.0,test
4718,0,test
4719,1.0,test
4720,2.0,test
4721,4.0,test
4722,1.0,test
4723,1.0,test
4724,1.0,test
4725,1.0,test
4726,2.0,test
4727,1.0,test
4728,2.0,test
4729,1.0,test
4730,2.0,test
4731,3.0,test
4732,2.0,test
4733,1.0,test
4734,3.0,test
4735,2.0,test
4736,2.0,test
4737,2.0,test
4738,1.0,test
4739,0,test
4740,3.0,test
4741,0,test
4742,3.0,test
4743,3.0,test
4744,4.0,test
4745,1.0,test
4746,3.0,test
4747,2.0,test
4748,1.0,test
4749,1.0,test
4750,1.0,test
4751,1.0,test
4752,3.0,test
4753,1.0,test
4754,2.0,test
4755,5.0,test
4756,1.0,test
4757,2.0,test
4758,7.0,test
4759,1.0,test
4760,3.0,test
4761,1.0,test
4762,2.0,test
4763,5.0,test
4764,3.0,test
4765,1.0,test
4766,1.0,test
4767,4.0,test
4768,1.0,test
4769,1.0,test
4770,1.0,test
4771,0,test
4772,1.0,test
4773,1.0,test
4774,3.0,test
4775,0,test
4776,5.0,test
4777,5.0,test
4778,2.0,test
4779,1.0,test
4780,5.0,test
4781,3.0,test
4782,0,test
4783,3.0,test
4784,2.0,test
4785,2.0,test
4786,4.0,test
4787,1.0,test
4788,1.0,test
4789,1.0,test
4790,1.0,test
4791,3.0,test
4792,1.0,test
4793,1.0,test
4794,0,test
4795,1.0,test
4796,1.0,test
4797,1.0,test
4798,4.0,test
4799,4.0,train
4800,1.0,train
4801,1.0,train
4802,1.0,train
4803,0,train
4804,5.0,train
4805,0,train
4806,2.0,train
4807,2.0,train
4808,2.0,train
4809,4.0,train
4810,1.0,train
4811,2.0,train
4812,0,train
4813,2.0,train
4814,1.0,train
4815,4.0,train
4816,2.0,train
4817,1.0,train
4818,1.0,train
4819,2.0,train
4820,0,train
4821,2.0,train
4822,1.0,train
4823,0,train
4824,4.0,train
4825,0,train
4826,2.0,train
4827,2.0,train
4828,2.0,train
4829,2.0,train
4830,1.0,train
4831,1.0,train
4832,0,train
4833,3.0,train
4834,2.0,train
4835,1.0,train
4836,1.0,train
4837,1.0,train
4838,4.0,train
4839,3.0,train
4840,1.0,train
4841,1.0,train
4842,1.0,train
4843,1.0,train
4844,2.0,train
4845,2.0,train
4846,2.0,train
4847,3.0,train
4848,1.0,train
4849,2.0,train
4850,1.0,train
4851,1.0,train
4852,0,train
4853,2.0,train
4854,2.0,train
4855,1.0,train
4856,1.0,train
4857,1.0,train
4858,2.0,train
4859,2.0,train
4860,1.0,train
4861,1.0,train
4862,2.0,train
4863,2.0,train
4864,1.0,train
4865,1.0,train
4866,2.0,train
4867,6.0,train
4868,0,train
4869,1.0,train
4870,2.0,train
4871,2.0,train
4872,2.0,train
4873,3.0,train
4874,1.0,train
4875,2.0,train
4876,2.0,train
4877,1.0,train
4878,2.0,train
4879,2.0,train
4880,0,train
4881,1.0,train
4882,1.0,train
4883,2.0,train
4884,2.0,train
4885,5.0,train
4886,4.0,train
4887,2.0,train
4888,0,train
4889,2.0,train
4890,2.0,train
4891,4.0,train
4892,2.0,train
4893,1.0,train
4894,1.0,train
4895,1.0,train
4896,3.0,train
4897,0,train
4898,1.0,train
4899,3.0,train
4900,1.0,train
4901,1.0,train
4902,2.0,train
4903,2.0,train
4904,5.0,train
4905,0,train
4906,3.0,train
4907,2.0,train
4908,1.0,train
4909,1.0,train
4910,1.0,train
4911,2.0,train
4912,1.0,train
4913,1.0,train
4914,1.0,train
4915,0,train
4916,2.0,train
4917,1.0,train
4918,0,train
4919,1.0,train
4920,5.0,train
4921,2.0,train
4922,2.0,train
4923,2.0,train
4924,3.0,train
4925,1.0,train
4926,1.0,train
4927,2.0,train
4928,2.0,train
4929,2.0,train
4930,1.0,train
4931,1.0,train
4932,3.0,train
4933,1.0,train
4934,5.0,train
4935,2.0,train
4936,2.0,train
4937,2.0,train
4938,2.0,train
4939,2.0,train
4940,3.0,train
4941,1.0,train
4942,0,train
4943,1.0,train
4944,2.0,train
