910,2.0,train
911,3.0,train
912,1.0,train
913,2.0,train
914,2.0,train
915,1.0,train
916,1.0,train
917,2.0,train
918,2.0,train
919,2.0,train
920,1.0,train
921,1.0,train
922,2.0,train
923,5.0,train
924,1.0,train
925,2.0,train
926,2.0,train
927,1.0,train
928,2.0,train
929,2.0,train
930,0,train
931,1.0,train
932,3.0,train
933,2.0,train
934,2.0,train
935,4.0,train
936,0,train
937,4.0,train
938,2.0,train
939,1.0,train
940,2.0,train
941,0,train
942,1.0,train
943,0,train
944,3.0,train
945,1.0,train
946,1.0,train
947,1.0,train
948,3.0,train
949,1.0,train
950,2.0,train
951,3.0,train
952,1.0,train
953,1.0,train
954,1.0,train
955,1.0,train
956,3.0,train
957,2.0,train
958,1.0,train
959,2.0,train
960,4.0,train
961,0,train
962,2.0,train
963,2.0,train
964,1.0,train
965,2.0,train
966,1.0,train
967,3.0,train
968,1.0,train
969,1.0,train
970,2.0,train
971,4.0,train
972,5.0,train
973,0,train
974,1.0,train
975,1.0,train
976,1.0,train
977,2.0,train
978,2.0,train
979,0,train
980,2.0,train
981,2.0,train
982,1.0,train
983,0,train
984,2.0,train
985,1.0,train
986,1.0,train
987,1.0,train
988,2.0,train
989,1.0,train
990,2.0,train
991,2.0,train
992,3.0,train
993,0,train
994,3.0,train
995,1.0,train
996,2.0,train
997,0,train
998,0,train
999,1.0,train
1,3.0,test
2,2.0,test
3,2.0,test
4,0,test
5,1.0,test
6,3.0,test
7,1.0,test
8,1.0,test
9,2.0,test
10,1.0,test
